street,city,state,zip,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_s,price_n,sq__ft_s,sq__ft_n
3301 PARK DR Unit 1914,SACRAMENTO,CA,95835,3,2,1678,Condo,2008-05-19T00:00:00Z,238000.0,38.66529600000001,-121.531993,0.04770171104974768,0.2677067022629209,0.44038777987219013,0.2882171075231879
3301 PARK DR Unit 1914,SACRAMENTO,CA,95835,3,2,1678,Condo,2008-05-19T00:00:00Z,238000.0,38.66529600000001,-121.531993,0.04770171104974768,0.2677067022629209,0.44038777987219013,0.2882171075231879
709 CIMMARON CT,GALT,CA,95632,4,2,1798,Residential,2008-05-19T00:00:00Z,238861.0,38.277177,-121.303747,0.05406124261535838,0.26868152334758766,0.5822238046556005,0.30882858124355894
3305 RIO ROCA CT,ANTELOPE,CA,95843,4,3,2652,Residential,2008-05-19T00:00:00Z,239700.0,38.725079,-121.387698,0.06025827743945521,0.26963143611185647,1.5916235143642048,0.45551356922019925
9080 BEDROCK CT,SACRAMENTO,CA,95829,4,2,1816,Residential,2008-05-19T00:00:00Z,240000.0,38.456939,-121.362965,0.062474142096462425,0.2699710950263745,0.6034992083731121,0.31192030230161455
100 TOURMALINE CIR,SACRAMENTO,CA,95834,5,3,3076,Residential,2008-05-19T00:00:00Z,240000.0,38.63437,-121.510779,0.062474142096462425,0.2699710950263745,2.0927774685989213,0.5283407763655101
6411 RED BIRCH WAY,ELK GROVE,CA,95758,4,2,1844,Residential,2008-05-19T00:00:00Z,241000.0,38.43461,-121.429316,0.06986035761981979,0.2711032914081013,0.6365942808225745,0.3167296461697011
4867 LAGUNA DR,SACRAMENTO,CA,95823,3,2,1306,Residential,2008-05-19T00:00:00Z,245000.0,38.46179,-121.445371,0.09940521971324928,0.2756320769350085,0.0006961030436178168,0.2243215389900378
3662 RIVER DR,SACRAMENTO,CA,95833,4,3,2447,Residential,2008-05-19T00:00:00Z,246000.0,38.604969,-121.54255,0.10679143523660664,0.2767642733167353,1.349320305359212,0.42030230161456544
6943 WOLFGRAM WAY,SACRAMENTO,CA,95828,4,2,1176,Residential,2008-05-19T00:00:00Z,247234.0,38.489215,-121.419546,0.11590602519242964,0.2781614036517862,-0.15295959047174348,0.20199244245963585
77 RINETTI WAY,RIO LINDA,CA,95673,4,2,1182,Residential,2008-05-19T00:00:00Z,247480.0,38.687021,-121.463151,0.11772303421117555,0.278439923961691,-0.14586778923257296,0.2030230161456544
1316 I ST,RIO LINDA,CA,95673,3,1,1160,Residential,2008-05-19T00:00:00Z,249862.0,38.683674,-121.435204,0.13531699958781282,0.28113681574296423,-0.17187106044286485,0.1992442459635864
2130 CATHERWOOD WAY,SACRAMENTO,CA,95835,3,2,1424,Residential,2008-05-19T00:00:00Z,251000.0,38.675506,-121.510987,0.1437225128533935,0.2824252552253694,0.14016819408063808,0.24458948814840262
8304 JUGLANS DR,ORANGEVALE,CA,95662,4,2,1574,Residential,2008-05-19T00:00:00Z,252155.0,38.691829,-121.249033,0.15225359178287126,0.2837329420462638,0.3174632250599011,0.2703538302988664
5308 MARBURY WAY,ANTELOPE,CA,95843,3,2,1830,Residential,2008-05-19T00:00:00Z,254172.0,38.710221,-121.341707,0.16715158849348308,0.28601658214820674,0.6200467445978434,0.31432497423565786
9182 LAKEMONT DR,ELK GROVE,CA,95624,4,2,1724,Residential,2008-05-19T00:00:00Z,253029.9189189189,38.45135300000001,-121.358776,0.15871593148346913,0.2847235220805681,0.4947582560391641,0.29611817244933014
2231 COUNTRY VILLA CT,AUBURN,CA,95603,2,2,1255,Condo,2008-05-19T00:00:00Z,260000.0,38.931671,-121.097862,0.21019845256360983,0.2926150226609106,-0.05958420748933161,0.2155616626588801
8491 CRYSTAL WALK CIR,ELK GROVE,CA,95758,0,0,0,Residential,2008-05-19T00:00:00Z,261000.0,38.416916,-121.407554,0.21758466808696722,0.2937472190426374,-1.5429526333491657,0.0
361 MAHONIA CIR,SACRAMENTO,CA,95835,4,3,2175,Residential,2008-05-19T00:00:00Z,261000.0,38.676172,-121.509761,0.21758466808696722,0.2937472190426374,1.0278253158501482,0.3735829611817245
3427 LA CADENA WAY,SACRAMENTO,CA,95835,4,2,1904,Residential,2008-05-19T00:00:00Z,261000.0,38.681194,-121.537351,0.21758466808696722,0.2937472190426374,0.7075122932142798,0.32703538302988666
955 BIG SUR CT,EL DORADO HILLS,CA,95762,4,2,1808,Residential,2008-05-19T00:00:00Z,495267.09090909094,38.664347,-121.076529,1.947931891571467,0.5589835717275743,0.5940434733875514,0.31054620405358985
11826 DIONYSUS WAY,RANCHO CORDOVA,CA,95742,4,2,2711,Residential,2008-05-19T00:00:00Z,266000.0,38.551046,-121.239411,0.25451574570375407,0.2994082009512714,1.6613595598827149,0.46564754379938167
5847 DEL CAMPO LN,CARMICHAEL,CA,95608,3,1,1713,Residential,2008-05-19T00:00:00Z,266000.0,38.671995,-121.324339,0.25451574570375407,0.2994082009512714,0.4817566204340182,0.2942287873582961
5847 DEL CAMPO LN,CARMICHAEL,CA,95608,3,1,1713,Residential,2008-05-19T00:00:00Z,266000.0,38.671995,-121.324339,0.25451574570375407,0.2994082009512714,0.4817566204340182,0.2942287873582961
5635 FOXVIEW WAY,ELK GROVE,CA,95757,3,2,1457,Residential,2008-05-19T00:00:00Z,319023.58333333326,38.395256,-121.438249,0.6461593600244533,0.35944131014746095,0.17917310089607594,0.25025764342150464
10372 VIA CINTA CT,ELK GROVE,CA,95757,4,3,2724,Residential,2008-05-19T00:00:00Z,274425.0,38.380089,-121.428186,0.3167446114880399,0.3089469554673197,1.6767251292342509,0.46788045345242185
6286 LONETREE BLVD,ROCKLIN,CA,95765,0,0,0,Residential,2008-05-19T00:00:00Z,274500.0,38.805036,-121.293608,0.31729857765229175,0.30903187019594924,-1.5429526333491657,0.0
7744 SOUTHBREEZE DR,SACRAMENTO,CA,95828,3,2,1468,Residential,2008-05-19T00:00:00Z,275336.0,38.476932,-121.378349,0.32347345382981846,0.30997838637107283,0.19217473650122188,0.2521470285125387
2242 ABLE WAY,SACRAMENTO,CA,95835,4,3,2550,Residential,2008-05-19T00:00:00Z,277980.0,38.666074,-121.509743,0.3430026076735754,0.3129719136043585,1.4710628932983059,0.4379938165578839
1042 STARBROOK DR,GALT,CA,95632,4,2,1928,Residential,2008-05-19T00:00:00Z,280000.0,38.285611,-121.293063,0.35792276303075726,0.31525895029544665,0.7358794981709619,0.3311576777739608
1219 G ST,SACRAMENTO,CA,95814,3,3,1922,Residential,2008-05-19T00:00:00Z,403166.66666666674,38.582818,-121.489096,1.267658308324274,0.454707804644798,0.7287876969317914,0.33012710408794227
6220 OPUS CT,CITRUS HEIGHTS,CA,95621,3,2,1343,Residential,2008-05-19T00:00:00Z,178384.52380952382,38.715853,-121.317095,-0.39263104462068926,0.2002102758251434,0.04442887735183603,0.2306767433871522
5419 HAVENHURST CIR,ROCKLIN,CA,95677,3,2,1510,Residential,2008-05-19T00:00:00Z,285000.0,38.786746,-121.209957,0.39485384064754414,0.32091993220408066,0.24181734517541553,0.2593610443146685
220 OLD AIRPORT RD,AUBURN,CA,95603,2,2,960,Multi-Family,2008-05-19T00:00:00Z,285000.0,38.939802,-121.054575,0.39485384064754414,0.32091993220408066,-0.4082644350818822,0.16489178976296806
220 OLD AIRPORT RD,AUBURN,CA,95603,2,2,960,Multi-Family,2008-05-19T00:00:00Z,285000.0,38.939802,-121.054575,0.39485384064754414,0.32091993220408066,-0.4082644350818822,0.16489178976296806
4622 MEYER WAY,CARMICHAEL,CA,95608,4,2,1559,Residential,2008-05-19T00:00:00Z,285000.0,38.64913,-121.310667,0.39485384064754414,0.32091993220408066,0.2997337219619748,0.26777739608382
4885 SUMMIT VIEW DR,EL DORADO,CA,95623,3,2,1624,Residential,2008-05-19T00:00:00Z,289000.0,38.673285,-120.879176,0.4243987027409736,0.3254487177309879,0.3765615687196554,0.278941944349021
26 JEANROSS CT,SACRAMENTO,CA,95832,5,3,2992,Residential,2008-05-19T00:00:00Z,295000.0,38.473162,-121.491085,0.46871599588111784,0.3322418960213487,1.9934922512505342,0.5139127447612505
4800 MAPLEPLAIN AVE,ELK GROVE,CA,95758,4,2,2109,Residential,2008-05-19T00:00:00Z,296000.0,38.432848,-121.449237,0.4761022114044752,0.3333740924030755,0.9498155022192726,0.3622466506355204
10629 BASIE WAY,RANCHO CORDOVA,CA,95670,4,2,1524,Residential,2008-05-19T00:00:00Z,296056.0,38.579,-121.292627,0.47651583947378323,0.3334374954004522,0.25836488140014674,0.2617657162487118
8612 WILLOW GROVE WAY,SACRAMENTO,CA,95828,3,2,1248,Residential,2008-05-19T00:00:00Z,178064.77551020405,38.464994,-121.386962,-0.394992774472692,0.19984825795759026,-0.06785797560169722,0.21435932669185848
62 DE FER CIR,SACRAMENTO,CA,95823,4,2,1876,Residential,2008-05-19T00:00:00Z,299940.0,38.49254000000001,-121.463316,0.5052039005665032,0.3378349461470791,0.6744172207648174,0.3222260391618001
2513 OLD KENMARE RD,LINCOLN,CA,95648,5,3,0,Residential,2008-05-19T00:00:00Z,304000.0,38.847396,-121.259586,0.5351919355913342,0.3424316634568899,-1.5429526333491657,0.0
3253 ABOTO WAY,RANCHO CORDOVA,CA,95670,4,3,1851,Residential,2008-05-19T00:00:00Z,305000.0,38.57727,-121.285591,0.5425781511146915,0.3435638598386167,0.6448680489349401,0.3179319821367228
3072 VILLAGE PLAZA DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-19T00:00:00Z,307000.0,38.773094,-121.365905,0.5573505821614063,0.34582825260207034,-1.5429526333491657,0.0
251 CHANGO CIR,SACRAMENTO,CA,95835,4,2,2218,Residential,2008-05-19T00:00:00Z,311328.0,38.68237,-121.539147,0.589318122946497,0.35072839854218396,1.078649891397537,0.3809687392648574
8205 WEYBURN CT,SACRAMENTO,CA,95828,3,2,1394,Residential,2008-05-19T00:00:00Z,313138.0,38.47316,-121.403893,0.6026871730437738,0.35277767399310944,0.10470918788478546,0.23943661971830985
8788 LA MARGARITA WAY,SACRAMENTO,CA,95828,3,2,1410,Residential,2008-05-19T00:00:00Z,316630.0,38.468185,-121.375694,0.6284798376513377,0.35673130375809947,0.12362065785590685,0.24218481621435933
5912 DEEPDALE WAY,ELK GROVE,CA,95758,5,3,3468,Residential,2008-05-19T00:00:00Z,320000.0,38.439565,-121.436606,0.6533713839650521,0.3605468055645188,2.556108482891396,0.5956715905187221
4712 PISMO BEACH DR,ANTELOPE,CA,95843,5,3,2346,Residential,2008-05-19T00:00:00Z,320000.0,38.707705,-121.354153,0.6533713839650521,0.3605468055645188,1.2299416511665082,0.4029543112332532
4741 PACIFIC PARK DR,ANTELOPE,CA,95843,5,3,2347,Residential,2008-05-19T00:00:00Z,325000.0,38.709299,-121.353056,0.6903024615818389,0.3662077874731528,1.2311236180397032,0.4031260735142563
310 GROTH CIR,SACRAMENTO,CA,95834,4,2,1659,Residential,2008-05-19T00:00:00Z,328578.0,38.638764,-121.531827,0.7167303407244117,0.3702587861269713,0.41793040928148345,0.2849536241841292
6121 WILD FOX CT,ELK GROVE,CA,95757,3,3,2442,Residential,2008-05-19T00:00:00Z,331000.0,38.406758,-121.431669,0.7346197547219832,0.3730009657635136,1.3434104709932364,0.41944349020954996
12241 CANYONLANDS DR,RANCHO CORDOVA,CA,95742,0,0,0,Residential,2008-05-19T00:00:00Z,331500.0,38.557293,-121.217611,0.7383128624836619,0.373567063954377,-1.5429526333491657,0.0
29 COOL FOUNTAIN CT,SACRAMENTO,CA,95833,4,2,2155,Residential,2008-05-19T00:00:00Z,340000.0,38.606906,-121.54132,0.8010956944321995,0.38319073319905483,1.0041859783862466,0.37014771556166265
907 RIO ROBLES AVE,SACRAMENTO,CA,95838,0,0,0,Residential,2008-05-19T00:00:00Z,344755.0,38.664765,-121.445006,0.8362171492457638,0.3885743269941658,-1.5429526333491657,0.0
8909 BILLFISH WAY,SACRAMENTO,CA,95828,3,2,1810,Residential,2008-05-19T00:00:00Z,345746.0,38.475433,-121.372584,0.843536888829411,0.38969633360845707,0.5964074071339416,0.310889728615596
6232 GUS WAY,ELK GROVE,CA,95757,4,2,2789,Residential,2008-05-19T00:00:00Z,351000.0,38.388129,-121.43117,0.8823440651891306,0.3956448933980497,1.7535529759919315,0.4790450017176228
200 OAKWILDE ST,GALT,CA,95632,4,2,1606,Residential,2008-05-19T00:00:00Z,353767.0,38.2535,-121.31812,0.9027817235422605,0.3987776807862877,0.3552861650021439,0.2758502232909653
1033 PARK STREAM DR,GALT,CA,95632,0,0,0,Residential,2008-05-19T00:00:00Z,355000.0,38.287785,-121.289903,0.9118889272825601,0.40017367892495687,-1.5429526333491657,0.0
200 ALLAIRE CIR,SACRAMENTO,CA,95835,4,2,2166,Residential,2008-05-19T00:00:00Z,356035.0,38.68318,-121.53484,0.919533660349235,0.4013455021800441,1.0171876139913925,0.3720371006526967
1322 SUTTER WALK,SACRAMENTO,CA,95816,0,0,0,Condo,2008-05-19T00:00:00Z,360000.0,38.53805,-121.5047,0.9488200048993469,0.40583466083359093,-1.5429526333491657,0.0
5479 NICKMAN WAY,SACRAMENTO,CA,95835,4,2,1871,Residential,2008-05-19T00:00:00Z,360552.0,38.672966,-121.502748,0.9528971958682402,0.40645963323630413,0.6685073863988419,0.3213672277567846
2103 BURBERRY WAY,SACRAMENTO,CA,95835,3,2,1800,Residential,2008-05-19T00:00:00Z,362305.0,38.67342,-121.508542,0.9658452316806857,0.4084443734934712,0.5845877384019907,0.3091721058055651
2450 SAN JOSE WAY,SACRAMENTO,CA,95817,3,1,1683,Residential,2008-05-19T00:00:00Z,365000.0,38.553596,-121.459483,0.9857510825161337,0.41149564274222494,0.44629761423816555,0.2890759189282034
7641 ROSEHALL DR,ROSEVILLE,CA,95678,3,2,0,Residential,2008-05-19T00:00:00Z,367554.0,38.791617,-121.286147,1.0046154769627886,0.4143872723011552,-1.5429526333491657,0.0
1336 LAYSAN TEAL DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-19T00:00:00Z,368500.0,38.796121,-121.319963,1.0116028368478847,0.4154583300782687,-1.5429526333491657,0.0
2802 BLACK OAK DR,ROCKLIN,CA,95765,2,2,1596,Residential,2008-05-19T00:00:00Z,370000.0,38.837006,-121.232024,1.0226821601329206,0.41715662465085895,0.343466496270193,0.2741326004809344
2113 FALL TRAIL CT,PLACERVILLE,CA,95667,4,2,0,Residential,2008-05-19T00:00:00Z,371086.0,38.733155,-120.748039,1.0307035901912867,0.41838618992141424,-1.5429526333491657,0.0
10112 LAMBEAU CT,ELK GROVE,CA,95757,3,2,1179,Residential,2008-05-19T00:00:00Z,319023.58333333326,38.390328,-121.448022,0.6461593600244533,0.35944131014746095,-0.14941368985215822,0.20250772930264513
6313 CASTRO VERDE WAY,ELK GROVE,CA,95757,0,0,0,Residential,2008-05-19T00:00:00Z,383000.0,38.381102,-121.42901,1.1187029619365665,0.4318751776133074,-1.5429526333491657,0.0
3622 CURTIS DR,SACRAMENTO,CA,95818,3,1,1639,Residential,2008-05-19T00:00:00Z,388000.0,38.541735,-121.480098,1.1556340395533533,0.4375361595219414,0.3942910718175817,0.2815183785640673
11817 OPAL RIDGE WAY,RANCHO CORDOVA,CA,95742,5,3,3281,Residential,2008-05-19T00:00:00Z,395100.0,38.551083,-121.237476,1.2080761697691906,0.4455747538322017,2.3350806776039144,0.5635520439711439
170 LAGOMARSINO WAY,SACRAMENTO,CA,95819,3,2,1697,Residential,2008-05-19T00:00:00Z,400000.0,38.574894,-121.435806,1.2442686258336417,0.451122516102663,0.46284515046289676,0.29148059086224665
2743 DEAKIN PL,EL DORADO HILLS,CA,95762,3,2,0,Residential,2008-05-19T00:00:00Z,400000.0,38.69288,-121.073551,1.2442686258336417,0.451122516102663,-1.5429526333491657,0.0
3361 ALDER CANYON WAY,ANTELOPE,CA,95843,4,3,2085,Residential,2008-05-19T00:00:00Z,408431.0,38.727649,-121.385656,1.3065418089110679,0.4606680637970017,0.9214482972625905,0.35812435589144626
2148 RANCH VIEW DR,ROCKLIN,CA,95765,0,0,0,Residential,2008-05-19T00:00:00Z,413000.0,38.837455,-121.28933700000002,1.3402894276372876,0.46584106906511147,-1.5429526333491657,0.0
398 LINDLEY DR,SACRAMENTO,CA,95815,4,2,1744,Multi-Family,2008-05-19T00:00:00Z,416767.0,38.622359,-121.457582,1.3681133015137747,0.47010605283507634,0.5183975935030658,0.29955341806939195
3013 BRIDLEWOOD DR,EL DORADO HILLS,CA,95762,4,3,0,Residential,2008-05-19T00:00:00Z,420000.0,38.675519,-121.015862,1.3919929363007892,0.4737664437371991,-1.5429526333491657,0.0
3013 BRIDLEWOOD DR,EL DORADO HILLS,CA,95762,4,3,0,Residential,2008-05-19T00:00:00Z,420000.0,38.675519,-121.015862,1.3919929363007892,0.4737664437371991,-1.5429526333491657,0.0
169 BAURER CIR,FOLSOM,CA,95630,4,3,1939,Residential,2008-05-19T00:00:00Z,423000.0,38.66695,-121.120729,1.4141515828708613,0.4771630328823795,0.7488811337761078,0.33304706286499486
2809 LOON CT,CAMERON PARK,CA,95682,4,2,0,Residential,2008-05-19T00:00:00Z,423000.0,38.687072,-121.004729,1.4141515828708613,0.4771630328823795,-1.5429526333491657,0.0
1315 KONDOS AVE,SACRAMENTO,CA,95814,2,3,1788,Residential,2008-05-19T00:00:00Z,427500.0,38.571943,-121.492106,1.4473895527259695,0.4822579166001501,0.5704041359236497,0.307110958433528
4966 CHARTER RD,ROCKLIN,CA,95765,3,2,1691,Residential,2008-05-19T00:00:00Z,354144.2,38.82553,-121.254698,0.9055678040376709,0.3992047452614751,0.45575334922372623,0.2904500171762281
9516 LAGUNA LAKE WAY,ELK GROVE,CA,95758,4,2,2002,Residential,2008-05-19T00:00:00Z,445000.0,38.411258,-121.431348,1.5766483243847236,0.5020713532803692,0.8233450467873983,0.3438680865681896
5201 BLOSSOM RANCH DR,ELK GROVE,CA,95757,4,4,4303,Residential,2008-05-19T00:00:00Z,319023.58333333326,38.399436,-121.444041,0.6461593600244533,0.35944131014746095,3.543050822009293,0.7390930951563037
3027 PALMATE WAY,SACRAMENTO,CA,95834,5,3,4246,Residential,2008-05-19T00:00:00Z,452000.0,38.628955,-121.529269,1.6283518330482252,0.5099967279524568,3.4756787102371733,0.7293026451391275
500 WINCHESTER CT,ROSEVILLE,CA,95661,3,2,2274,Residential,2008-05-19T00:00:00Z,470000.0,38.73988,-121.248929,1.7613037124686577,0.5303762628235392,1.144840036296462,0.39058742700103055
5746 GELSTON WAY,EL DORADO HILLS,CA,95762,4,3,0,Residential,2008-05-19T00:00:00Z,471000.0,38.677015,-121.034083,1.7686899279920152,0.5315084592052661,-1.5429526333491657,0.0
6935 ELM TREE LN,ORANGEVALE,CA,95662,4,4,3056,Residential,2008-05-19T00:00:00Z,475000.0,38.693041,-121.23294,1.7982347900854445,0.5360372447321733,2.06913813113502,0.5249055307454483
6935 ELM TREE LN,ORANGEVALE,CA,95662,4,4,3056,Residential,2008-05-19T00:00:00Z,475000.0,38.693041,-121.23294,1.7982347900854445,0.5360372447321733,2.06913813113502,0.5249055307454483
9605 GOLF COURSE LN,ELK GROVE,CA,95758,3,3,2503,Residential,2008-05-19T00:00:00Z,484500.0,38.409689,-121.446059,1.8684038375573397,0.5467931103585779,1.4155104502581368,0.4299209893507386
719 BAYWOOD CT,EL DORADO HILLS,CA,95762,5,3,0,Residential,2008-05-19T00:00:00Z,487500.0,38.647598,-121.077801,1.8905624841274118,0.5501896995037583,-1.5429526333491657,0.0
5954 TANUS CIR,ROCKLIN,CA,95677,3,3,0,Residential,2008-05-19T00:00:00Z,488750.0,38.777585,-121.2036,1.8997952535316085,0.5516049449809168,-1.5429526333491657,0.0
100 CHELSEA CT,FOLSOM,CA,95630,3,2,1905,Residential,2008-05-19T00:00:00Z,500000.0,38.69435,-121.177259,1.9828901781693786,0.5643421542753434,0.7086942600874748,0.32720714531088974
1500 ORANGE HILL LN,PENRYN,CA,95663,3,2,1320,Residential,2008-05-19T00:00:00Z,506688.0,38.86270800000001,-121.162092,2.0322891875895928,0.5719142836763322,0.017243639268349032,0.22672621092408107
408 KIRKWOOD CT,LINCOLN,CA,95648,2,2,0,Residential,2008-05-19T00:00:00Z,512000.0,38.861615,-121.26869,2.0715247644496673,0.577928510856065,-1.5429526333491657,0.0
1732 TUSCAN GROVE CIR,ROSEVILLE,CA,95747,5,3,0,Residential,2008-05-19T00:00:00Z,327896.0454545455,38.796683,-121.342555,0.7116932774745517,0.3694866796581056,-1.5429526333491657,0.0
2049 EMPIRE MINE CIR,GOLD RIVER,CA,95670,4,2,3037,Residential,2008-05-19T00:00:00Z,528000.0,38.629299,-121.249021,2.189704212823385,0.5960436529636939,2.046680760544313,0.5216420474063895
9360 MAGOS RD,WILTON,CA,95693,5,2,3741,Residential,2008-05-19T00:00:00Z,579093.0,38.416809,-121.240628,2.567088122558283,0.6538909626952614,2.8787854392736545,0.6425626932325661
104 CATLIN CT,FOLSOM,CA,95630,4,3,2660,Residential,2008-05-19T00:00:00Z,636000.0,38.684459,-121.145935,2.987415489345981,0.7183208621901886,1.6010792493497654,0.45688766746822396
4734 GIBBONS DR,CARMICHAEL,CA,95608,4,3,3357,Residential,2008-05-19T00:00:00Z,668365.0,38.63558,-121.353639,3.2264703547594427,0.7549643980847766,2.4249101599667413,0.576605977327379
4629 DORCHESTER LN,GRANITE BAY,CA,95746,5,3,2896,Residential,2008-05-19T00:00:00Z,676200.0,38.723545,-121.216025,3.2843413533849475,0.7638351567356061,1.8800234314238058,0.4974235657849536
4629 DORCHESTER LN,GRANITE BAY,CA,95746,5,3,2896,Residential,2008-05-19T00:00:00Z,676200.0,38.723545,-121.216025,3.2843413533849475,0.7638351567356061,1.8800234314238058,0.4974235657849536
2400 COUNTRYSIDE DR,PLACERVILLE,CA,95667,3,2,2025,Residential,2008-05-19T00:00:00Z,677048.0,38.73745200000001,-120.910963,3.2906048641487544,0.7647952592673104,0.8505302848708852,0.3478186190312607
12901 FURLONG DR,WILTON,CA,95693,5,3,3788,Residential,2008-05-19T00:00:00Z,691659.0,38.413535,-121.188211,3.398524859160529,0.7813377806007208,2.9343378823138235,0.6506355204397114
6222 CALLE MONTALVO CIR,GRANITE BAY,CA,95746,5,3,3670,Residential,2008-05-19T00:00:00Z,760000.0,38.779435,-121.146676,3.903306214242295,0.8587132135243122,2.7948657912768033,0.6303675712813466
6222 CALLE MONTALVO CIR,GRANITE BAY,CA,95746,5,3,3670,Residential,2008-05-19T00:00:00Z,760000.0,38.779435,-121.146676,3.903306214242295,0.8587132135243122,2.7948657912768033,0.6303675712813466
20 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885327,-121.289412,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
24 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885132,-121.289405,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
24 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885132,-121.289405,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
28 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884936,-121.289397,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
32 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884741,-121.28939,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
36 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884599,-121.289406,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
40 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884535,-121.289619,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
44 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88459,-121.289835,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
44 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88459,-121.289835,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
48 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884667,-121.289896,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
48 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884667,-121.289896,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
52 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88478,-121.289911,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
68 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885236,-121.289928,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
72 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88535,-121.289926,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
72 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88535,-121.289926,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
76 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885464,-121.289922,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
80 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885578,-121.289919,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
84 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885692,-121.289915,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
88 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885806,-121.289911,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
92 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88592,-121.289908,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
96 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886024,-121.289859,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
100 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886091,-121.289744,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
100 CRYSTALWOOD CIR,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886091,-121.289744,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
434 1ST ST,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88653,-121.289406,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
434 1ST ST,LINCOLN,CA,95648,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88653,-121.289406,-1.6740472860914255,0.0037883290932578836,-1.5429526333491657,0.0
